Player;Hands;VPIP;PFR;PFR/VPIP;3Bet PF;CBet F;Flop AF;Flop AFq;Fold to F CBet;Fold to F Bet;CBet T;Turn AF;Turn AFq;Fold T Bet;River AF;River AFq;Fold R Bet;Att To Steal (LP);Fold to Steal;3Bet Steal;3Bet Steal (SB);3Bet Steal (BB);Total AF;Total AFq;WSD;WTSD %;WWSF;Call R & WSD;Bet R & WSD;BB/100;My C Won;Call PF 3Bet;Limp;3Bet F XR;3Bet R;4Bet PF;3Bet BB v SB;XR Flop;XR River;XR Turn;Limp/Raise;Raise F CBet;Raise F CBet (3B);Raise F CBet (non-3B);Raise F Float;Raise First;Raise R CBet;Raise T CBet;Stole;Bet R;Call R Bet;Call R XR;CBet R;Fold R Bet;Fold to R 2Bet;Fold to R 3Bet;Fold to R 4Bet+;Fold to R XR;Fold to R Donk;CBet R & Fold;Raise R CBet;Call R Eff;Saw River;Saw River %;WSDWRR;Bet R & WSD;CBet T & Fold;CBet T & Fold (3B);CBet T & Fold (non-3B);Fold to T CBet;Fold to T XR;Raise T CBet;WSDWRT
serg1960;35;28.57;25.71;90;0;100;1;45.45;0;20;100;1.5;54.55;25;1;40;33.33;50;100;0;0;0;1.18;48.15;0;55.56;11.11;0;0;-83.3;-58.31;100;0;;;0;0;0;;0;;50;50;;;21.43;;0;50;100;66.67;;100;33.33;;;;;0;;;0;7;87.5;;0;;;;50;;0;0
robby_wylde5;34;50;2.94;5.88;0;100;0.36;21.05;14.29;33.33;;1.33;36.36;66.67;4;44.44;75;0;50;0;0;;0.8;30.77;25;23.53;11.76;0;50;-74.97;-50.98;45.45;69.23;;50;9.09;;0;0;0;0;0;0;0;;0;;0;;42.86;25;;;75;50;;;;;;;0;8;66.67;0;50;;;;100;;0;50
Bigfish.Tyee;34;61.76;3.03;4.76;0;;0.5;20;55.56;45.45;;1;30;57.14;2;40;66.67;0;40;0;0;0;0.8;26.67;71.43;33.33;33.33;0;100;-38.06;-25.88;33.33;70.59;;;0;0;0;;0;0;0;0;0;;5.88;100;0;;33.33;0;;;66.67;;0;;;;;100;0;9;64.29;0;100;;;;66.67;;0;
lemyr65;34;9.68;6.45;66.67;0;100;;33.33;;100;100;1;50;;;100;;0;100;0;0;0;3;50;;0;33.33;;;6.91;4.7;25;5.88;;;25;;;;;100;;;;;9.09;;;;100;;;;;;;;;;;;0;1;100;;;0;0;;;0;;
everlyn;34;45.45;18.18;40;0;80;1.17;53.85;0;0;66.67;0.5;28.57;22.22;0.14;11.11;12.5;57.14;50;0;0;0;0.57;33.33;38.46;72.22;38.89;28.57;;-62.28;-98.71;50;17.65;0;;0;;0;0;20;;0;0;0;;37.5;50;0;0;0;75;;0;12.5;;0;;;;;50;1.42;14;82.35;0;;0;;0;25;0;0;0
slimman1969;34;61.76;26.47;42.86;13.33;100;3.2;66.67;50;16.67;80;2.25;60;28.57;2;60;25;20;0;0;0;0;2.58;63.27;45.45;52.38;42.86;0;60;12.65;8.6;66.67;21.05;0;;33.33;;33.33;0;25;0;0;;0;;26.67;;0;0;54.55;75;;75;25;;;;;;;;0;13;76.47;;60;;;;100;;0;0
rascal_319;33;59.38;37.5;63.16;20;66.67;3.5;46.67;50;50;33.33;1;50;0;1;40;33.33;75;0;40;0;66.67;1.71;46.15;33.33;33.33;38.89;50;;22.9;30.23;100;0;;;0;50;25;0;;;16.67;33.33;0;;53.33;0;0;28.57;28.57;66.67;;;33.33;;;;;;;0;4.12;9;90;;;;;;0;;0;
Glaucon;33;45.45;33.33;73.33;17.65;88.89;3.67;61.11;50;50;80;1.25;50;0;0.25;20;0;40;0;0;0;0;1.55;51.52;57.14;46.67;46.67;25;100;-37.02;-48.86;50;0;100;;50;0;0;0;0;;16.67;50;0;;42.86;0;0;0;20;100;;;0;;;;;;;0;3.11;7;77.78;;100;33.33;33.33;;0;0;0;0
ImReady..RU?;32;34.38;25;72.73;20;66.67;5;55.56;66.67;60;100;1.5;50;33.33;3;75;0;40;66.67;0;0;0;2.75;57.89;66.67;27.27;54.55;0;;46.35;59.33;0;0;;;0;;0;;0;;0;;0;;31.58;;0;20;66.67;50;;50;0;;;;;;;;0;5;83.33;100;;;;;100;;0;
Owl4Ever;32;25;15.63;62.5;26.67;100;;75;100;100;;1;40;0;1;50;0;12.5;44.44;33.33;20;50;2;54.55;0;20;40;0;;-24.44;-7.56;0;0;;;0;33.33;0;;;;0;;0;;6.25;;;0;;50;;;0;;;;;;;;0;2;66.67;;;;;;;;;0
Speck ftw;32;27.59;20.69;75;10;100;2.5;71.43;;;100;1.5;50;50;1;50;0;37.5;33.33;33.33;0;50;1.67;58.82;20;71.43;28.57;0;;-42.98;-27.51;0;0;0;;33.33;0;;0;;;;;;;29.41;;;0;0;66.67;;0;0;;0;;;;;;0;5;83.33;100;;0;;0;;0;;
murballz66;32;40.63;28.13;69.23;9.09;100;1;50;0;0;66.67;1;33.33;66.67;0;0;0;45.45;40;0;0;0;0.86;40;25;50;37.5;0;;-8.78;-5.62;25;0;;;25;;33.33;;0;;25;0;33.33;;35.29;;0;66.67;0;100;;;0;;;;;;;;0;4;57.14;;;0;;0;50;0;0;
-MCASLAN7-;31;9.68;3.23;33.33;0;;0;0;0;0;;0;0;50;;100;;25;100;0;0;0;0.5;25;0;50;0;;0;-20.56;-12.75;0;0;;;0;0;0;;0;;0;;0;;8.33;;0;100;100;;;;;;;;;;;;0;1;50;;0;;;;0;;0;
iamiamiam0;31;33.33;13.33;40;0;66.67;1;37.5;40;40;;1.5;60;0;1;20;66.67;16.67;75;0;0;0;1.17;38.89;33.33;30;30;100;0;-31.85;-59.25;40;0;0;0;0;;25;0;;;20;50;0;;36.36;;;0;25;33.33;;;66.67;100;;;;0;;;7.92;6;85.71;;0;;;;;;;
WithoutCards;31;83.33;60;72;33.33;100;4;57.14;80;66.67;100;1.67;50;16.67;;33.33;100;72.73;12.5;37.5;33.33;40;3;52.94;66.67;35.29;29.41;;100;-26.39;-11.67;80;0;0;;0;100;33.33;0;50;;20;0;33.33;;76.47;;;45.45;20;0;;50;100;;;;;;;;0;8;80;;100;;;;;;;50
--H77H--;31;37.93;20.69;54.55;0;100;2;50;33.33;33.33;100;;50;100;;100;;50;50;0;0;0;4;57.14;66.67;33.33;44.44;;100;20.8;51.59;66.67;0;;;0;0;25;;;;33.33;50;25;;40;;0;40;66.67;;;100;;;;;;;;;0;3;60;;100;;;;100;;0;
FatmanScoops;31;43.33;30;69.23;6.25;83.33;2.5;55.56;100;66.67;100;2;33.33;75;2;66.67;0;50;66.67;0;0;0;2.25;50;100;20;50;100;100;14.83;21.09;0;7.14;0;;0;0;0;;0;0;0;;0;0;57.14;;;25;100;100;;100;0;;;;;;;;6.79;3;50;;100;;;;;;;
Alex365eue;30;58.62;20.69;35.29;7.69;66.67;0.29;13.33;55.56;50;100;0.4;22.22;28.57;0.67;28.57;25;50;0;0;0;0;0.4;19.35;20;29.41;17.65;0;;-81.17;-48.7;50;17.65;;0;0;;0;0;0;0;0;0;0;;31.25;0;0;0;40;75;;;25;100;;;;;;0;0;8;72.73;;;;;;25;;0;
dingoberg;30;40;13.33;33.33;0;100;1.25;38.46;57.14;57.14;50;1;40;33.33;;;;33.33;25;0;0;0;1.17;38.89;66.67;25;50;;;23.89;28.67;100;5.88;;;0;0;0;;0;0;0;0;0;;25;;0;0;0;;;;;;;;;;;;0;3;50;;;;;;0;;0;
jorcon;30;33.33;6.67;20;0;;6;60;75;75;;1;50;0;;50;100;0;66.67;0;0;0;3;56.25;;0;60;;;6.43;3.86;33.33;25;;;0;0;0;;;0;0;0;0;;14.29;;;;100;0;;;100;;;;;;;;0;2;50;;;;;;;;;
asino222;29;44.83;35.71;76.92;30.77;100;1.4;53.85;25;20;75;0.8;36.36;50;0;0;25;33.33;37.5;37.5;50;25;0.85;39.29;80;45.45;54.55;66.67;;78.56;136.69;33.33;0;100;;0;33.33;;0;;;25;0;50;;46.15;;0;33.33;0;75;;;25;;;;;;;;11.42;6;66.67;;;0;0;0;100;0;0;
Bucs9397;28;57.14;39.29;68.75;16.67;100;3.33;66.67;28.57;28.57;75;1.5;54.55;20;0.33;20;25;71.43;20;0;0;0;1.7;54.84;37.5;50;43.75;0;0;-32.58;-54.73;60;0;;;0;;40;0;0;;28.57;0;50;;64.29;0;0;0;14.29;75;;0;25;;;;;;;0;0;9;81.82;;0;0;;0;0;0;0;0
marten90;28;59.26;48.15;81.25;45.45;18.18;1.8;64.29;0;0;50;2;57.14;33.33;1;33.33;40;57.14;60;40;33.33;50;1.73;55.88;66.67;56.25;56.25;0;100;39.45;22.09;50;7.69;100;;37.5;;42.86;0;25;;50;50;;;61.54;;0;0;14.29;40;;0;40;;;;;;;;0;11;68.75;100;100;0;0;;100;0;0;100
salvador.m48;28;35.71;0;0;0;;0.25;20;0;0;;0.8;36.36;28.57;0.67;25;50;0;40;0;0;0;0.58;29.17;50;30.77;46.15;66.67;;35.46;19.86;;31.25;;;;;0;0;16.67;0;0;;0;;0;0;50;;28.57;50;;;50;;;;;;;0;9.93;9;69.23;;;;;;0;;50;100
Mrs Chipper;28;28.57;10.71;37.5;0;100;2;40;100;80;0;;33.33;66.67;;100;;50;;;;;3;42.86;100;20;40;;100;13.68;7.66;;12.5;;;;;0;;50;;0;;0;;22.22;;;0;50;;;;;;;;;;;;0;2;50;;100;;;;;;;100
1_real_greek;28;21.43;10.71;50;0;100;2;66.67;0;0;100;1.5;50;50;4;80;0;0;66.67;0;0;0;2.2;64.71;60;62.5;62.5;0;100;21.98;12.31;100;5.56;;100;0;0;0;0;0;;0;0;0;;6.67;;0;0;60;100;;100;0;0;;;;;0;;0;6;85.71;100;100;;;;100;;0;
socrates65;27;40.74;18.52;45.45;15.38;100;2.67;66.67;0;16.67;80;6;75;50;5;83.33;0;33.33;75;0;0;0;3.8;73.08;80;41.67;75;100;75;101.37;54.74;50;18.18;;;25;;0;;0;0;50;0;66.67;;20;;0;0;100;100;;100;0;;;;;;;;5.28;6;60;;75;;;;0;;0;
Manuroth;27;42.31;23.08;54.55;9.09;100;1.25;45.45;50;33.33;;1.5;50;25;0.67;33.33;0;20;66.67;33.33;0;100;1.11;43.48;80;50;50;66.67;100;50.74;27.4;50;7.14;;0;25;100;0;0;0;;0;0;0;;38.46;0;0;50;66.67;100;0;;0;100;;;100;0;;0;8.07;6;85.71;;100;;;;50;;0;100
Hra45;27;44.44;29.63;66.67;0;100;1.75;58.33;16.67;16.67;75;7;70;33.33;2;50;50;80;100;0;;0;2.57;60;100;41.67;58.33;100;100;29.9;48.44;50;0;0;0;0;;40;;50;;33.33;33.33;33.33;;53.85;0;0;0;80;50;;;50;50;;;;;;0;8.24;7;63.64;;100;100;;100;50;;0;100
Mali_Gera;27;44.44;22.22;50;0;50;0.33;20;25;25;;0.67;40;0;0.67;40;0;55.56;60;0;0;0;0.5;30;50;60;50;0;100;-24.14;-26.07;100;0;0;;0;;0;0;50;;12.5;0;16.67;;46.15;0;50;33.33;33.33;100;;;0;;;;;;;0;0;7;100;;100;;;;0;;50;100
Balloo1972;27;36;8;22.22;0;100;0.67;25;40;40;0;0;0;40;0.5;20;50;16.67;25;0;0;0;0.38;16.67;33.33;27.27;18.18;50;;-35.37;-19.1;100;20;;;0;0;0;0;0;;0;0;0;;7.69;0;0;0;33.33;50;;;50;;;;;;;0;2.04;6;75;;;;;;33.33;;0;
bossbabe81;26;60;0;0;0;;0.57;25;37.5;33.33;;0.5;25;28.57;3;60;33.33;0;25;0;0;0;0.75;31.03;50;40;26.67;0;50;-14;-7.28;100;38.46;0;;0;0;0;0;50;0;25;0;33.33;;0;100;0;;40;33.33;;;33.33;;;;;;;100;0;7;77.78;100;50;;;;0;;0;100
kachon66;26;26.92;23.08;85.71;0;100;5;83.33;0;0;50;3;75;;1;50;0;50;100;0;0;0;2.2;68.75;33.33;50;66.67;33.33;0;-27.71;-34.64;33.33;6.67;;100;0;;;;;;0;0;;;33.33;;;0;100;100;0;100;0;0;;0;0;;;;2.64;4;100;0;0;;;;;0;;0
Baschti22;26;19.23;11.54;60;8.33;0;;0;100;100;;;0;100;0;0;0;20;75;25;33.33;0;0;0;100;25;25;100;;-4.17;-2.17;;0;;;;;0;;;;0;;0;;8.33;;;0;;100;;;0;;;;;;;;8.08;1;50;;;;;;;;;
Digitalbeat;26;32;24;75;20;100;4;66.67;100;100;100;;66.67;100;1;50;0;0;50;0;0;0;3.5;63.64;0;33.33;33.33;0;;-12.35;-6.42;0;0;;;25;;0;0;0;;0;;0;;33.33;;;;33.33;100;;50;0;;;;;;;;0;3;75;;;;;;;;;
bev123poker;26;42.31;15.38;36.36;0;75;1.67;38.46;100;60;100;1.67;62.5;0;0.33;25;0;33.33;0;0;;0;1.22;44;20;41.67;25;0;;-60.1;-31.25;20;12.5;0;;20;0;0;0;0;;0;0;0;;28.57;;;0;33.33;100;;;0;;;;;;;;0;6;85.71;;;0;;0;;0;;0
hasky156;25;56.52;30.43;53.85;0;50;0.22;16.67;12.5;10;100;0.8;36.36;25;0.33;20;25;60;40;0;0;0;0.41;25;42.86;53.85;38.46;0;100;-0.8;-0.4;75;0;;;0;0;0;0;0;;0;0;0;0;53.85;0;25;0;20;75;;;25;;;;;;;0;0;8;66.67;;100;;;;25;;25;100
JMFISH;25;29.17;16.67;57.14;0;50;0.33;25;0;0;;1;50;0;1;50;0;25;75;0;0;0;0.67;40;50;40;80;50;0;16.39;16.39;;0;;0;;;0;0;0;;0;;0;;30.77;;;50;66.67;100;;;0;0;;;;;;;5.82;3;75;;0;;;;;;;
ALLwzH0nest;25;28;24;85.71;18.18;100;;57.14;100;100;50;;100;;;100;0;50;100;0;;0;;70;50;40;20;;0;-26.47;-26.47;0;0;0;;0;;;;;;0;;0;;36.36;;;66.67;100;0;;100;0;;;;;;;;0;2;100;100;0;;;;;;;
moiraine;25;20;20;100;0;100;5;71.43;;50;66.67;2;66.67;0;3;60;0;25;100;0;0;0;3.33;66.67;50;33.33;50;0;100;11.72;5.86;0;0;;0;0;0;0;;;;;;;;28.57;;;0;100;100;;100;0;100;;;;;;;0;5;100;;100;;;;;;;
BadBeatBarny;25;40;25;60;12.5;100;2;60;33.33;25;100;2;66.67;0;1.5;50;33.33;16.67;66.67;0;;0;1.87;60;33.33;60;40;0;50;-50;-25;25;0;;;0;0;;0;0;;33.33;100;0;;30.77;;;0;60;66.67;;100;33.33;;;;;;;;0;8;100;;50;0;;0;;0;;0
xRauIx;25;78.26;56.52;72.22;25;100;3;64.29;40;33.33;80;;100;;3;75;0;;14.29;28.57;;28.57;4.2;75;50;70.59;52.94;50;80;8.34;834.5;66.67;7.14;;;50;28.57;66.67;;;0;40;0;50;;71.43;;;20;100;100;;100;0;;;;;0;;;1.75;13;92.86;;80;;;;;;;
Angeljp;25;81.82;50;61.11;27.27;83.33;1;46.67;16.67;14.29;0;0;0;16.67;0.4;25;16.67;;20;30;;30;0.53;31.03;66.67;70.59;58.82;20;100;-8.68;-868.5;50;18.18;50;;100;30;0;0;0;0;0;;0;;63.64;0;0;14.29;50;83.33;;;16.67;;;;;;;0;1;13;92.86;;100;;;;25;;0;
sorSA322;25;24;20;83.33;9.09;100;2.5;62.5;100;50;66.67;1;50;0;0;0;50;40;33.33;33.33;50;0;1.4;50;0;28.57;42.86;0;;-22.2;-2.07;0;0;;;0;;0;;0;;0;;0;;44.44;;;0;0;50;;;50;;;;;;;;0;3;60;;;;;;;;;
AintNoSun;25;16;12;75;0;100;;100;;;100;;50;100;;;;25;100;0;0;0;;66.67;;0;50;;;-3.48;-3.48;0;0;;;0;;;;0;;;;;;23.08;;;0;;;;;;;;;;;;;0;0;0;;;;;;;;;
jamo1981;24;37.5;17.39;44.44;9.09;100;0.5;22.22;25;33.33;;0;0;50;0;0;50;33.33;100;0;0;;0.33;15.38;0;33.33;11.11;0;;-66.02;-31.69;100;8.33;;;0;;0;;;;25;33.33;0;;22.22;0;0;0;;50;;;50;;;;;;;0;0;4;80;;;;;;0;;0;
WavesNight01;24;73.68;63.16;85.71;14.29;57.14;1.25;55.56;0;0;0;2;44.44;40;0;0;50;100;57.14;14.29;0;25;1.29;45;50;36.36;45.45;0;;-70.25;-67.44;66.67;0;;;0;25;0;;0;;25;50;0;;91.67;;33.33;18.18;0;50;;;50;;;;;0;;;0;5;55.56;;;;;;66.67;100;33.33;0
fourthtry;24;54.17;13.04;23.08;20;100;1.17;50;0;20;0;0.6;27.27;28.57;1;42.86;25;50;0;50;100;0;0.93;40.63;25;61.54;15.38;0;66.67;-132.73;-63.71;50;33.33;;;0;;0;0;20;0;50;50;;;16.67;0;0;0;60;75;;;25;;;;;;;0;0;9;75;;66.67;;;;0;0;0;
LIONKING130;24;41.67;8.33;20;0;100;0.67;25;33.33;50;100;1.33;57.14;0;1;50;0;20;0;0;0;;1;42.11;37.5;66.67;33.33;50;0;-11.15;-5.35;;25;;;;;0;0;;;0;;0;;18.18;0;0;0;33.33;100;;100;0;;;;;;;0;1.68;8;88.89;;0;;;;0;0;0;100
LK2014;24;34.78;21.74;62.5;0;100;5;62.5;100;100;50;1;50;0;;;;14.29;66.67;0;;0;3;60;50;28.57;57.14;;;-1.32;-4.02;50;12.5;;;0;;0;;0;;0;0;0;;33.33;;;50;0;;;;;;;;;;;;0;2;66.67;;;;;;;;;
BBergAA;24;29.17;17.39;57.14;8.33;100;;60;100;100;;;100;;;100;;20;100;0;0;;;71.43;100;16.67;66.67;;;9.96;4.78;33.33;10;;;0;;0;;;;0;0;;;33.33;;;0;100;;;;;;;;;;;;0;2;66.67;;;;;;;;;
NCP.1963;24;37.5;20.83;55.56;14.29;100;1.25;50;0;25;0;1;50;0;1.5;50;33.33;100;60;0;0;0;1.25;50;60;62.5;50;50;100;-48.83;-46.88;100;0;;;0;;0;0;0;;0;;0;;30;;;33.33;40;33.33;;;33.33;;0;;;0;;;4.73;7;100;0;100;;;;;;;0
robstorm29;24;21.74;0;0;0;;0;0;66.67;66.67;;;33.33;100;;;;0;50;0;0;0;0.5;14.29;0;20;0;;;-36.11;-52;33.33;0;;;0;;0;;0;;0;0;0;;0;;;;0;;;;;;;;;;;;0;1;33.33;;;;;;;;;
janki146;24;56.52;13.04;23.08;0;50;4;61.54;66.67;75;0;0.67;28.57;40;;50;100;33.33;100;0;;0;2.4;50;100;41.67;41.67;;100;64.75;65.66;66.67;30;;;0;;0;;0;0;33.33;;33.33;;30;;;0;40;0;;;100;;;;;;;;0;7;77.78;;100;;;;;;;
Loveles5;24;45.83;29.17;63.64;14.29;60;1.5;50;0;0;100;1.5;50;33.33;2;50;0;33.33;25;0;0;0;1.57;50;50;33.33;50;0;100;-20.17;-9.68;0;0;100;0;50;0;100;;0;;33.33;0;50;;35.71;;;0;66.67;100;;100;0;100;;;;;;;0;5;62.5;;100;;;;;;;
greeni_XX*;23;47.83;30.43;63.64;18.18;100;3;66.67;25;25;80;6;85.71;0;;83.33;100;50;33.33;16.67;50;0;5.67;77.27;60;55.56;55.56;;66.67;55.11;50.7;0;0;;100;100;0;0;;;;25;;25;;36.36;0;100;66.67;66.67;0;0;100;100;0;;;0;;0;0;0;7;87.5;100;66.67;;;;0;;100;
ineedbullets;23;50;22.73;45.45;0;75;0.8;36.36;14.29;25;0;1;33.33;40;1;40;33.33;42.86;25;0;0;0;0.89;36.36;66.67;50;41.67;50;50;-20.3;-28.02;100;15.38;;;0;0;25;;33.33;0;14.29;0;16.67;;41.67;;33.33;0;50;66.67;;;33.33;;;;;;;;2.99;7;77.78;;50;;;;66.67;;33.33;100
icoolhand;23;50;18.18;36.36;0;100;0.4;20;42.86;37.5;;0;0;66.67;1;33.33;50;22.22;25;0;0;0;0.43;18.75;100;10;40;100;;-6.26;-2.88;;7.14;;;;0;0;;0;;0;0;0;;28.57;0;0;25;100;50;;;50;;;;;;;0;6.79;3;60;;;;;;50;;0;
slikusrikus;23;26.09;17.39;66.67;0;100;2;57.14;0;0;100;2;50;50;2;40;100;60;50;0;0;0;2;50;50;33.33;16.67;0;50;-44.52;-20.48;33.33;0;0;0;0;0;;;;;0;;0;;23.08;;0;33.33;100;0;;100;100;0;;;;;0;;0;4;80;;50;;;;100;;0;
1_Refill___1;23;50;36.36;72.73;27.27;100;0.33;22.22;14.29;14.29;100;0.2;14.29;20;1;40;33.33;20;42.86;42.86;75;0;0.38;23.81;25;44.44;33.33;0;;-47.1;-43.33;75;0;;;0;0;0;33.33;0;;0;0;0;;55.56;50;0;100;16.67;33.33;;0;33.33;;0;;;;;50;0;6;85.71;0;;;;;20;;0;
bucs1fan0203;23;27.27;4.55;16.67;0;100;;33.33;75;75;0;;100;;;100;;0;33.33;0;;0;;50;50;33.33;16.67;;100;-23.68;-21.79;0;7.69;;;0;;20;;;0;25;;25;;7.69;;;0;100;;;;;;;;;;;;0;2;100;;100;;;;;;;
bigguyren68;23;22.73;18.18;80;9.09;100;5;71.43;100;100;100;;66.67;100;;;;33.33;50;0;0;0;7;70;50;33.33;50;;;-6.11;-2.81;0;0;0;;0;;0;;;;0;;0;;37.5;;;0;0;;;0;;;;;;;;;0;2;66.67;;;;;;;;;
numero 11;23;43.48;8.7;20;7.14;0;0.33;14.29;40;40;;0;0;60;;0;100;0;40;20;33.33;0;0.2;7.69;100;11.11;22.22;;;-23.02;-10.59;0;22.22;;;0;0;0;;0;0;0;;0;;11.11;;0;;0;0;;;100;;;;;;;;0;2;40;;;;;;50;;0;
donderob3;23;60.87;30.43;50;14.29;100;1.4;58.33;0;0;;2;33.33;75;;0;100;80;0;0;;0;1.5;47.37;50;36.36;45.45;;;22.33;-0.31;100;7.14;0;;0;;0;0;0;;40;0;66.67;;41.67;;0;60;0;0;;;100;;;;;;;;0;5;62.5;;;;;;100;;0;
riecki;23;42.86;9.52;22.22;0;100;1;42.86;50;33.33;0;0.5;25;40;2;50;50;22.22;50;0;0;;1;39.13;25;36.36;27.27;0;50;-49.35;-22.7;;30;;;;;0;0;0;;0;;0;;20;;0;50;80;50;;;50;;;;;;;;0;8;80;;50;;;;0;;0;
Bubman78;23;47.83;34.78;72.73;36.36;100;1.75;53.85;50;50;50;1;33.33;66.67;1.5;42.86;25;33.33;50;16.67;33.33;0;1.5;46.15;50;36.36;27.27;0;100;-59.51;-82.12;66.67;0;0;0;0;;0;0;0;;0;0;0;;40;;0;0;66.67;50;;100;25;100;;;;;100;;0;6;75;100;100;0;0;;100;0;0;
Domenl;22;28.57;23.81;83.33;20;100;;60;100;100;33.33;;100;;;100;;50;66.67;16.67;0;33.33;;71.43;50;40;40;;0;-5.91;-2.6;100;0;;;0;100;0;;;;0;0;0;;25;;;100;50;;;;;;;;;;;;0;2;66.67;;0;;;;;;;
3Lv1s;22;28.57;28.57;100;16.67;100;;66.67;0;0;0;;33.33;100;;100;;37.5;66.67;33.33;0;50;;60;100;20;20;;100;-9.3;-9.59;50;0;0;;0;;;;0;;100;100;;;35.71;;;0;100;;;;;;;;;;;;0;1;33.33;;100;;;;;;;
f0ulG;22;40.91;27.27;66.67;20;100;2.5;62.5;25;25;100;1.5;50;33.33;0.5;25;33.33;25;33.33;33.33;0;50;1.5;50;0;44.44;22.22;0;0;-70.73;-31.12;66.67;0;;;0;;0;0;0;;25;0;50;;36.36;;0;0;25;66.67;;50;33.33;;;;;;;;0;5;71.43;;0;;;;100;;0;
zozek;21;40;5;12.5;0;100;0.5;30;20;16.67;0;0;0;25;0.5;25;0;20;75;0;0;0;0.36;21.05;60;55.56;33.33;0;;-29.52;-24.8;100;45.45;0;;0;;0;;0;0;0;0;0;;8.33;0;0;0;0;66.67;;;0;;100;;;;;0;0;6;75;100;;;;;0;;0;
elipse;21;33.33;23.81;71.43;0;66.67;4;80;0;0;0;1;33.33;33.33;;100;;33.33;66.67;0;0;0;3;66.67;100;40;80;;100;48.24;40.52;0;0;;;0;0;;;50;;100;;100;;38.46;;;0;50;;;;;;;;;;;;0;2;66.67;;100;;;;;;;100
Athlon510;21;47.62;23.81;50;0;75;0.8;40;0;0;100;;66.67;100;;80;50;20;25;0;0;0;2.4;57.14;100;30;60;;100;50.1;21.04;66.67;0;;;0;0;0;50;0;;0;;0;;36.36;;;0;50;0;;100;50;;;;;;;;0;6;75;;100;;;;;;;
pokrates;21;31.58;26.32;83.33;12.5;100;5;83.33;;0;33.33;1;33.33;50;;100;0;50;100;0;0;;4;72.73;50;40;60;;0;31.4;52.75;;0;100;;;;;;0;;;;;;36.36;;;25;50;0;;0;0;;;;;;;;0;3;75;;0;;;;;;;
camtac;21;38.1;19.05;50;10;100;0.4;28.57;0;0;100;4;57.14;66.67;;75;100;50;50;0;0;0;1.5;50;100;37.5;62.5;;100;54.93;23.07;66.67;11.11;;;0;;0;0;0;;0;0;0;;33.33;;0;0;75;0;;100;100;;;;;;;;0;5;62.5;;100;;;;66.67;;0;
ramondemon77;21;35;25;71.43;0;100;1.5;37.5;66.67;75;50;2;66.67;0;;100;;50;60;0;0;0;2;50;33.33;42.86;28.57;;;-16.49;-27.7;50;0;;;0;;0;;0;;0;0;0;;41.67;;100;20;25;;;100;;;;;;;;;0;4;100;;;;;;0;;100;0
AR2A3Z4Z5;21;38.1;28.57;75;0;100;0.5;25;33.33;33.33;;0;0;66.67;0;0;0;50;75;0;0;0;0.33;16.67;50;28.57;28.57;100;;-11.48;-19.29;50;0;;;0;0;50;;0;;33.33;0;50;;50;;0;25;0;100;;;0;;;;;;;;3.61;2;50;;;;;;0;;0;
GrimIsCool;21;10;10;100;14.29;;;0;;100;;;;;;;;20;;;;;;0;;0;0;;;1.19;0.5;;0;;;;;;;;;;;;;9.09;;;100;;;;;;;;;;;;;0;0;;;;;;;;;;
buttsy77;20;26.32;5.26;20;0;;0;0;25;25;;0;0;0;1.5;60;0;25;0;0;0;;0.43;27.27;0;40;40;0;0;-20.35;-8.14;0;11.11;;0;0;;0;0;0;0;0;;0;;11.11;0;0;100;66.67;50;;;0;0;;;;;;0;0;4;100;;0;;;;0;;0;
surfguy4;20;55;35;63.64;11.11;66.67;3.5;63.64;33.33;50;66.67;2;44.44;75;1;33.33;33.33;100;50;50;0;100;2.17;50;33.33;27.27;18.18;0;100;-59.35;-23.74;100;9.09;50;0;0;;0;0;0;;33.33;100;0;0;44.44;;0;0;66.67;66.67;;100;33.33;100;;;;;;;0;6;66.67;;100;;;;100;0;0;
yoyoma7777;20;35;20;57.14;0;50;;50;100;100;0;;50;100;2;66.67;;14.29;66.67;0;0;0;5;55.56;100;33.33;50;100;100;16.39;15.69;33.33;7.69;;0;0;0;0;;;0;0;0;0;;30.77;;;33.33;100;;;;;0;;;;;;;0;2;66.67;;100;;;;;;;
zidix;20;30;30;100;11.11;100;4;80;;;100;1;50;0;;100;0;50;75;25;33.33;0;3;75;33.33;75;50;;;-23.75;-19;0;0;;;0;0;;;;;;;;;55.56;;;0;0;0;;0;0;;;;;;;;0;3;100;100;;;;;;;;
atrox88by;20;45;31.58;66.67;10;100;1.25;50;0;0;100;0.5;28.57;33.33;;0;100;100;75;25;33.33;0;0.88;36.84;33.33;42.86;14.29;;;-75.6;-30.24;0;0;0;;0;;0;0;0;;0;0;0;;62.5;;0;0;0;0;;;100;;;;;;;;0;5;83.33;;;0;;0;100;0;0;
rufreknsreus;20;45;5;11.11;0;100;0.33;16.67;0;25;100;0.67;40;0;0.5;33.33;0;0;;;;;0.5;28.57;37.5;72.73;36.36;0;100;-54.32;-21.73;;46.67;;;;;0;0;0;0;0;;0;;10;;;0;12.5;100;;;0;;;;;;;;0;8;88.89;;100;0;;0;;;;
graslevy;20;31.58;26.32;83.33;0;100;;80;;;0;0;0;50;0;0;0;57.14;0;0;;0;2;50;0;20;40;0;;-20.6;-4.12;0;0;0;;0;;;0;0;;;;;;41.67;;;20;0;100;;;0;;;;;;;;0;1;50;;;;;;;;;
